ESCOLA,SÉRIE,DATADEINÍCIO,IDADE,SEXO,RELIGIÃO,RAÇA,CORDEPELE,BEMCONSIGOMESMO,ACREDITOEMSORTEMAISDOQUETRABALHO,ALGOMEIMPEDEDECONQUISTARASCOISAS,PLANOSSEMPREDÃOERRADO,INÚTIL,ACREDITONOSMEUSPLANOS,INCLUSÃODEPORTADORESDEDEFICIÊNCIAEMSALASCOMUNS,FILHALÉSBICA,TANTOFAZBRANCOSOUNEGROS,IMPORTANTEESCOLASESPECIAISPARAPORTADORESDEDEFICIÊNCIA,GAYSREVEJAMSUAOPÇÃO,BRANCOSMAISDISCIPLINADOS,ALGUNSGRUPOSTEMMAISVALOR,USARFORÇACONTRAOUTROS,TANTOFAZAMIGOSBRANCOSENEGROS,NORMALUMGRUPOTERMAISOPORTUNIDADE,GRUPOSSUPERIORESDEVEMCONDUZIR,PAISENCORAJADORES,PAISAPOIAMATIVIDADESEXTERNAS,PAISQUEOUVEM,PAISORGULHOSOS,PAISQUEAJUDAMATOMARDECISÕES,SATISFEITOCOMSITUAÇÃOFINANCEIRA,FREQUENCIASEMCOMIDA,FREQUENCIADESENTIREMINSEGUROS,FREQUENCIASEMREMEDIO,FREQUENCIASEMDINHEIRO,CRIMENAESCOLA,BULLYINGNAESCOLA,AMEAÇASNAESCOLA,ALUNOSGOSTAMDEDIMINUIROSOUTROS,ALUNOSSEAJUDAMAAPRENDER,ALUNOSNÃOSEDÃOBEM,ALUNOSSETRATAMCOMRESPEITO,MEDODESOFRERBULLYINGNAESCOLA,MEDODESOFRERBULLYINGNAINTERNET,SEMPREESTUDO,FAÇOBEMMINHALIÇÃO,PREFIROESTUDARASAIRCOMAMIGOS,GRUPOSINFERIORESPERMANCEMNOSEULUGAR,GRUPOSDEVEMTERMESMAOPORTUNIDADE,AUMENTARIGUALDADESOCIAL,SALÁRIOSMAISIGUAIS,BRIGAENTREALUNOS,DESORDEMNASSALAS,DESRESPEITOCOMPROFESSOR,AMEAÇAAPROFESSORES,ROUBOSNAESCOLA,ALUNOSCOMBEBIDA,ALUNOSCOMDROGAS,ALUNOSFAZEMBULLYING,RESPEITOAOSPROFESSORES,SEGURANÇACOMPROFESSORES,PROFESSORESRESPEITOSOS,GAYSSEMVALORES,DEFICIÊNCIASEPARADA,NEGROSCOMOBRANCOS,CHEFEGAY,GAYSTRANSIMITEMIDEIASDIFERENTES,NEGROSMENOSTRABALHADORES,ROUBONOBAIRRO,BEBIDANOBAIRRO,INTERFERENCIAMILITARNOBAIRRO,COMPORTAMENTORACISTANOBAIRRO,VENDADEDROGASNOBAIRRO,AUTORIDADEÉVIRTUDE,HOMENSSÃOFRACOSOUFORTES,FALEMENOSETRABALHEMAIS,CASTIGARINSULTOS,SEMPREHAVERÁGUERRAS,DISCIPLINAFIRME,PENADEMORTE,PAI,PADRASTO,PAIADOTIVO,MÃE,MADRASTA,MÃEADOTIVA,IRMÃO,IRMÃ,AVÓ,MEUCONJUGE,MEUFILHO,OUTROSPARENTES,PESSOASQUENÃOSÃOPARENTES,HORASNAINTERNETPARAESTUDAR,HORASNAINTERNETPARACOMUNICAÇÃO,HORASNAINTERNETPARAJOGAR,HORASNATELEVISÃO
1,EF 7,10/02/2015,16,Feminino,Católica,Moreno,12,4,2,1,1,4,4,2,4,4,1,4,3,2,2,4,4,1,4,4,4,4,4,6,1,1,1,2,3,2,2,2,3,3,3,1,1,3,3,3,2,4,4,3,2,1,1,1,2,1,1,1,4,3,3,2,2,2,4,1,1,2,2,2,1,1,3,1,2,2,2,4,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,5,2,5
1,EF 7,10/02/2015,16,Feminino,Católica,Branco,5,3,1,3,2,2,3,3,2,4,3,2,2,3,2,4,2,3,4,3,3,4,3,8,1,1,1,1,4,3,2,2,2,3,3,2,1,4,3,4,2,4,3,4,2,4,3,2,2,2,3,2,4,3,4,2,2,2,4,2,2,3,4,3,3,4,3,2,4,2,3,4,3,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,2,6,2
1,EF 7,10/02/2015,16,Feminino,Evangélica,Moreno,12,3,3,2,2,2,4,3,3,4,3,2,2,2,1,4,2,2,3,3,3,4,3,5,2,2,2,2,4,3,4,3,2,4,2,3,2,3,3,2,2,4,4,4,3,4,4,3,4,2,4,4,4,3,3,2,2,4,4,3,1,4,4,3,4,4,4,1,3,3,3,4,4,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,7,2,6
1,EF 7,10/05/2015,16,Feminino,Católica,Moreno,8,3,2,3,2,2,3,4,3,4,3,2,2,2,2,4,2,3,4,3,3,3,3,9,1,1,2,2,4,3,3,4,2,3,2,2,2,2,3,3,2,4,4,4,3,3,3,2,3,2,2,3,4,2,3,2,2,3,3,2,2,3,3,2,2,4,4,2,3,2,2,4,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,2
1,EF 7,10/02/2015,15,Feminino,Evangélica,Moreno,9,2,1,3,3,4,1,4,3,4,2,1,1,1,1,4,1,1,4,4,4,4,3,10,1,2,1,1,3,4,2,3,2,2,3,3,4,4,4,4,1,4,4,4,2,4,3,1,3,2,2,4,4,3,4,2,1,1,4,2,1,2,4,1,4,4,4,1,2,2,4,4,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,6,5,6
1,EF 7,10/02/2015,15,Masculino,Evangélica,Branco,4,4,2,2,1,1,3,4,2,4,4,2,1,2,1,4,1,1,4,4,4,4,4,10,1,1,1,1,4,3,2,2,2,2,2,1,1,3,4,4,3,3,3,3,2,4,4,2,2,2,3,2,4,4,4,2,2,2,1,2,1,1,4,1,1,2,4,1,4,2,3,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1
1,EF 7,10/05/2015,16,Feminino,Evangélica,Moreno,7,3,1,2,3,3,3,4,3,4,4,2,1,3,3,4,1,2,4,3,4,4,4,7,1,1,1,1,3,3,3,3,3,2,3,1,1,3,4,2,2,4,4,4,2,3,2,2,2,2,3,3,3,3,4,2,1,1,4,2,1,1,2,2,3,4,3,3,3,2,3,3,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,2,2
1,EF 7,10/05/2015,17,Feminino,Católica,Negro,11,4,1,2,1,1,4,4,4,4,4,4,3,3,3,4,1,2,3,3,1,2,2,8,1,1,1,1,3,3,2,2,2,3,2,3,3,3,3,3,3,4,4,4,1,3,3,1,1,2,2,2,3,3,3,2,1,2,4,2,2,1,1,2,1,1,3,1,3,3,3,3,3,1,1,NA,1,1,NA,3,NA,2,1,NA,NA,NA,6,4,4,6
1,EF 7,10/02/2015,15,Masculino,Evangélica,Moreno,10,3,2,2,2,2,3,2,2,4,4,4,1,3,3,4,3,3,3,3,3,2,2,6,1,1,1,1,3,3,3,3,2,3,2,2,1,3,3,3,2,3,3,3,2,3,2,1,2,2,2,2,4,2,4,3,3,3,3,2,1,2,4,2,3,2,3,2,3,2,3,3,4,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,5,1
1,EF 7,10/02/2015,16,Masculino,Evangélica,Branco,7,3,2,3,3,1,3,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,6,1,2,1,1,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,4,3,3,3,2,2,3,3,3,1,2,3,2,2,4,3,2,4,3,3,3,4,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,4,5,7,7
1,EF 7,10/05/2015,16,Feminino,Católica,Moreno,10,3,1,3,2,2,4,3,2,3,3,2,1,2,3,3,3,2,4,3,4,4,4,8,2,1,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,2,1,4,3,3,3,3,3,3,3,1,1,3,3,1,3,4,2,3,4,3,1,3,3,3,3,3,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,5,6
1,EF 7,10/05/2015,16,Feminino,Católica,Branco,7,2,4,3,2,2,4,3,1,3,3,3,2,2,3,3,3,2,3,2,1,2,1,10,1,1,1,1,2,3,3,3,3,3,2,1,1,2,4,2,3,4,3,3,2,4,2,1,3,3,3,1,3,3,3,3,2,2,2,2,2,4,4,3,4,4,3,2,2,3,3,3,2,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,6,7,7,7
1,EF 8,10/01/2015,16,Masculino,Católica,Moreno,10,3,1,2,2,2,3,4,2,4,4,4,1,2,1,4,2,3,4,3,4,4,3,8,1,1,1,1,3,3,3,2,3,3,2,1,1,2,3,2,2,4,4,4,2,3,3,1,2,1,1,2,3,3,3,2,2,2,3,4,1,2,4,3,3,4,3,1,2,2,2,4,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,5,5,5,5
1,EF 8,10/01/2015,16,Masculino,Católica,Moreno,9,4,1,1,1,1,4,4,2,4,4,3,2,2,1,4,2,3,4,4,4,4,4,10,1,1,1,1,3,4,3,3,3,2,3,1,1,2,3,3,2,4,4,4,2,3,1,1,1,1,1,3,2,3,4,3,2,2,3,4,1,1,3,1,3,4,4,2,4,3,2,3,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,6
1,EF 8,10/01/2015,17,Feminino,Católica,Moreno,7,3,4,3,3,3,3,2,3,4,3,3,2,3,2,3,3,3,4,3,2,3,3,10,1,1,1,2,3,3,3,3,2,3,3,1,1,2,3,2,3,3,3,3,2,3,1,1,2,1,3,2,3,3,3,3,2,2,3,3,2,3,4,1,3,4,3,2,3,3,3,3,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,2,2
1,EF 8,10/02/2015,18,Feminino,Evangélica,Moreno,9,4,2,2,1,1,4,4,2,4,3,2,1,2,2,3,3,2,4,4,4,4,4,9,1,1,1,1,3,3,3,4,1,3,1,2,2,3,3,3,3,4,3,3,2,3,1,1,1,1,3,3,3,3,3,3,2,1,3,2,1,1,3,2,2,3,3,3,3,3,2,3,3,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,0,0,2,2,2,5
1,EF 8,10/02/2015,19,Feminino,Católica,Branco,6,3,1,3,3,3,4,3,2,4,4,3,2,3,4,4,4,4,3,2,1,2,2,6,1,2,1,1,3,4,4,3,3,3,3,1,1,2,3,4,1,3,4,4,1,4,4,2,4,3,2,2,2,3,3,4,1,4,4,4,1,2,1,1,1,1,4,4,3,4,3,3,4,1,NA,2,1,NA,3,2,1,3,NA,NA,NA,NA,2,2,2,6
1,EF 8,10/01/2015,16,Masculino,Não Possui Religião,Branco,3,3,2,2,2,2,3,4,2,4,4,2,2,2,1,4,2,3,4,3,4,3,3,7,1,1,1,1,3,2,2,3,2,2,2,1,1,1,2,2,2,4,4,4,2,3,2,1,2,1,2,2,2,2,3,2,1,3,3,3,1,1,2,1,1,2,4,2,4,3,3,3,4,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,4,5,7,2
1,EF 8,10/01/2015,17,Feminino,Evangélica,Moreno,9,3,1,4,2,2,3,4,1,4,4,4,1,3,2,4,1,2,4,4,4,3,3,7,1,2,1,1,4,2,2,2,2,2,3,1,1,2,2,2,2,4,4,4,2,3,3,1,1,1,3,1,3,3,4,3,2,4,2,4,1,1,1,1,1,1,4,1,4,2,1,4,2,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,4,5,4,2
1,EF 8,10/01/2015,16,Feminino,Evangélica,Branco,7,2,4,4,3,4,3,3,2,3,3,3,2,2,2,2,1,1,4,3,2,2,2,9,1,1,1,1,3,3,3,3,3,3,3,3,1,2,2,2,3,3,3,3,1,4,4,1,2,4,4,2,3,3,3,2,2,2,2,3,2,1,4,4,1,4,3,2,3,2,2,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,6,5
1,EF 8,09/29/2015,17,Feminino,Católica,Branco,2,4,3,3,4,2,4,3,4,4,4,4,1,1,3,4,3,3,4,3,1,1,1,9,1,1,1,2,4,4,4,4,1,4,1,1,1,2,2,2,2,4,3,3,2,2,2,1,4,1,1,3,3,3,3,1,1,2,4,4,1,2,4,1,1,4,4,4,4,4,4,4,4,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,7,7,4
1,EF 8,09/29/2015,16,Feminino,Não Possui Religião,Branco,8,4,2,2,1,2,4,4,3,4,3,2,3,3,3,4,1,3,4,4,4,4,4,10,1,2,2,1,3,4,3,4,2,3,2,1,1,4,3,4,2,4,4,4,2,4,4,2,3,2,4,4,4,3,4,2,2,1,3,2,1,3,4,3,3,4,4,2,3,3,3,4,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,4,4,7
1,EF 8,10/01/2015,16,Masculino,Católica,Moreno,9,3,1,3,2,3,3,4,4,4,4,2,3,3,1,4,3,3,4,4,4,4,4,2,1,3,1,1,3,3,4,3,3,3,2,2,1,3,4,4,3,4,4,3,3,3,3,2,2,2,3,3,4,3,4,3,2,2,3,2,1,1,1,1,1,1,4,2,2,3,3,4,4,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,2,2,4
1,EF 8,10/01/2015,17,Masculino,Não Possui Religião,Branco,4,3,2,3,3,2,3,3,3,4,4,2,3,3,2,4,4,3,4,3,3,3,3,8,1,1,1,1,2,3,2,2,3,3,3,1,1,3,2,2,2,4,4,4,2,3,2,1,2,3,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,1,3,2,3,3,4,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,4,2
1,EF 8,09/28/2015,16,Feminino,Evangélica,Moreno,9,3,3,2,2,2,3,4,3,4,4,2,1,1,3,4,3,3,4,3,3,3,4,6,1,1,1,1,4,4,4,3,3,3,2,2,1,4,3,4,2,4,3,3,2,3,3,2,3,2,2,2,4,3,4,3,2,1,4,3,3,1,4,2,2,1,4,1,3,3,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,4
1,EF 8,10/01/2015,16,Masculino,Católica,Moreno,14,4,3,1,1,1,4,4,2,4,2,4,1,1,1,4,3,3,4,4,4,4,4,10,1,1,1,1,2,3,2,2,1,4,2,1,1,2,2,2,3,3,4,4,2,3,3,1,3,1,1,3,4,2,4,2,1,4,2,4,1,1,3,2,2,4,4,1,1,1,3,4,4,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,2,7,2,6
1,EF 8,09/28/2015,16,Feminino,Evangélica,Branco,5,3,1,2,3,2,3,3,2,4,3,3,3,2,2,4,3,4,4,3,3,2,3,8,1,2,2,2,3,4,3,3,3,2,3,2,2,2,3,2,2,4,4,4,2,3,3,2,4,3,4,4,3,3,3,2,2,2,4,3,1,2,4,2,3,4,4,1,3,3,2,3,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,7,7,6
1,EF 8,10/01/2015,17,Masculino,Evangélica,Outro,7,3,1,2,2,1,4,4,1,4,4,3,1,1,1,4,4,1,4,4,4,4,4,7,1,1,1,1,4,3,2,3,2,2,2,2,1,1,3,3,1,1,4,4,3,4,3,1,2,4,4,4,3,2,3,3,1,1,1,4,1,2,2,2,2,4,4,2,3,2,3,2,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,6,5,6
1,EF 8,10/01/2015,18,Feminino,Católica,Moreno,7,4,4,3,4,3,4,3,4,4,3,3,3,1,2,4,3,2,2,2,2,3,4,2,1,1,1,1,3,4,3,3,1,2,3,1,2,1,1,2,1,3,3,3,2,3,2,1,4,3,3,3,3,3,4,1,1,1,1,1,1,2,1,1,2,4,3,1,1,2,1,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,5
1,EF 8,10/01/2015,16,Feminino,Evangélica,Moreno,10,3,1,2,1,2,3,4,1,4,1,4,1,1,1,4,2,3,4,3,2,4,4,7,1,2,2,3,4,4,2,2,2,2,3,1,1,1,1,1,1,4,4,2,2,3,2,1,1,1,2,2,4,4,4,4,1,4,2,1,1,1,4,3,1,2,4,1,4,2,3,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,7,2,5
1,EF 8,10/01/2015,16,Masculino,Não Possui Religião,Moreno,10,4,1,3,1,2,4,1,4,4,4,2,4,3,3,4,3,2,4,4,4,4,4,10,1,1,1,2,3,4,3,3,2,3,3,1,1,1,1,1,4,4,4,4,3,4,4,3,2,1,4,2,4,3,4,1,1,1,1,1,1,4,4,3,1,4,1,1,3,2,4,4,1,1,0,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,7,5,5
1,EF 8,09/28/2015,19,Masculino,Não Possui Religião,Branco,1,3,2,3,3,3,2,4,4,4,4,3,3,3,1,4,4,3,3,2,2,2,1,5,2,3,3,3,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,4,2,3,3,1,3,2,4,3,4,3,4,2,1,2,4,2,1,3,4,3,3,4,4,1,3,3,4,4,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,4,2
1,EF 8,10/02/2015,18,Feminino,Evangélica,Outro,7,2,2,4,4,3,2,4,3,4,2,3,1,2,2,4,2,1,4,1,1,1,1,6,1,1,1,1,3,3,2,4,1,4,1,3,1,2,2,2,2,4,4,4,4,4,4,1,2,4,4,4,4,3,4,3,1,4,4,1,1,2,4,1,1,4,4,1,3,1,3,3,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,6,7
1,EF 8,10/02/2015,16,Feminino,Evangélica,Branco,2,4,1,2,1,4,1,4,1,4,1,3,1,1,1,4,4,4,4,4,4,4,4,10,1,1,2,2,4,3,4,4,1,4,1,4,1,3,4,4,3,3,4,4,4,4,3,1,1,3,3,4,4,4,4,4,1,4,1,1,1,3,4,2,2,4,4,1,1,1,1,4,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,2,1,1
1,EF 8,10/01/2015,18,Feminino,Evangélica,Moreno,8,3,2,2,3,2,3,3,2,4,3,2,3,4,3,4,4,3,4,3,2,3,3,7,1,1,1,2,4,2,3,3,2,3,1,3,3,3,3,3,2,4,4,4,3,3,4,2,2,2,4,3,3,3,3,3,1,3,3,4,1,2,4,3,3,4,3,1,2,3,2,4,3,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,4
1,EF 8,10/01/2015,16,Feminino,Evangélica,Moreno,10,3,1,2,2,3,3,3,1,4,4,4,2,1,2,4,4,3,4,4,3,3,4,9,1,2,2,2,4,3,2,2,2,3,3,1,2,3,4,4,2,4,4,3,3,3,3,2,2,2,4,3,4,3,3,3,2,3,2,3,1,1,3,2,2,4,4,1,3,3,2,3,1,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,1,2,2,2,5
1,EF 8,09/30/2015,16,Masculino,Evangélica,Moreno,7,4,1,3,1,3,3,3,2,4,4,3,2,2,2,3,1,3,4,4,4,4,4,7,1,1,1,1,3,3,3,3,2,3,3,1,1,3,3,4,2,4,4,3,2,2,2,1,2,2,2,2,3,3,3,2,2,3,3,3,2,1,2,2,1,1,4,2,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,5,7,7,4
1,EF 8,10/01/2015,16,Feminino,Católica,Moreno,7,3,1,3,4,3,4,3,4,4,2,1,1,2,2,4,2,1,2,3,4,3,4,4,1,1,1,1,3,2,2,2,2,3,3,1,1,2,3,2,1,4,4,4,1,3,1,1,1,1,3,1,2,3,3,3,1,1,4,1,1,2,2,1,1,3,4,2,2,2,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6
1,EF 8,09/30/2015,17,Masculino,Evangélica,Moreno,11,3,1,3,2,3,4,1,4,4,4,2,1,2,2,4,4,3,3,2,2,2,2,8,1,2,2,1,4,4,4,3,4,3,2,1,3,2,3,4,2,4,4,4,3,3,3,2,4,4,4,4,4,3,3,3,2,4,4,2,1,4,4,4,4,4,4,1,1,2,2,2,4,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,10,NA,2,2,2,5
1,EF 8,10/01/2015,17,Feminino,Evangélica,Moreno,11,4,1,2,1,1,4,1,2,4,3,3,1,3,1,4,1,1,4,4,4,4,4,10,1,1,1,1,4,3,3,4,2,2,1,1,1,3,3,1,1,4,4,4,2,4,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,NA,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,5,7,2,2
1,EF 8,10/01/2015,18,Masculino,Católica,Moreno,9,4,4,1,1,1,4,3,2,3,3,3,3,3,2,3,3,2,3,4,3,3,3,4,2,1,2,1,2,2,2,2,2,2,2,1,1,3,3,2,3,3,3,3,1,2,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,3,2,3,3,3,3,3,1,0,1,0,0,0,1,1,2,0,0,7,4,4,4,4,4
1,EF 8,10/01/2015,16,Masculino,Evangélica,Branco,6,4,2,2,3,1,3,4,1,4,2,3,2,2,2,4,3,2,3,4,2,3,2,9,1,1,1,1,2,2,2,2,2,2,3,1,1,2,2,2,2,4,2,4,2,3,3,2,2,2,2,2,4,3,3,4,2,4,3,4,1,2,4,3,1,1,4,2,2,2,3,2,4,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,7,4,4
1,EF 8,10/01/2015,17,Feminino,Evangélica,Moreno,7,3,1,4,4,3,4,3,2,4,4,2,3,3,2,3,2,3,4,4,4,4,4,8,1,3,1,1,3,3,2,3,3,3,2,2,2,2,3,2,2,3,3,3,2,4,4,1,2,2,3,2,3,3,3,3,2,3,3,2,3,3,4,2,1,4,4,2,3,3,3,3,3,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,5,5,5,5
1,EF 8,10/01/2015,16,Masculino,Evangélica,Outro,7,3,1,2,2,1,3,3,2,3,4,3,2,3,3,3,2,3,4,3,4,4,4,7,1,1,2,2,3,4,3,3,3,3,3,1,1,2,3,3,3,4,4,3,3,4,2,1,2,2,3,2,3,2,3,3,3,3,4,2,2,2,3,2,1,4,4,2,3,3,3,3,4,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,2,6,6,5
1,EF 8,10/01/2015,17,Feminino,Evangélica,Moreno,9,4,2,3,2,1,4,4,4,4,3,1,1,3,3,4,2,3,3,4,3,2,1,8,2,1,1,1,2,2,2,2,2,3,3,1,1,2,2,2,3,3,3,3,3,3,3,2,2,2,3,1,3,3,2,3,2,2,2,2,2,2,3,1,1,4,4,2,2,2,3,2,4,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,7,7,7
1,EF 8,10/01/2015,16,Masculino,Não Possui Religião,Moreno,6,2,1,2,3,3,3,4,3,4,4,3,1,1,2,4,1,2,1,1,1,1,2,3,1,2,1,1,2,3,2,2,2,3,1,1,1,2,2,3,1,4,4,4,3,4,1,1,2,1,4,2,2,1,1,3,1,1,3,3,2,2,4,1,2,4,3,1,2,3,3,2,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,2,6
1,EF 8,09/30/2015,17,Masculino,Evangélica,Moreno,12,2,1,3,2,3,3,4,3,4,2,3,1,2,3,4,3,3,4,3,4,3,4,5,1,2,2,2,3,4,4,4,1,4,2,1,3,2,3,2,2,3,4,3,3,3,3,3,3,2,3,4,3,3,3,3,1,2,4,4,1,3,4,3,3,4,4,4,4,4,3,3,3,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,7,5,7
1,EF 8,10/01/2015,16,Feminino,Evangélica,Branco,6,3,1,2,2,1,3,3,2,4,3,4,2,2,1,4,2,2,3,3,2,3,3,4,1,1,2,2,4,3,2,2,2,2,3,1,1,2,4,3,1,3,3,3,2,3,3,2,2,1,3,2,3,3,3,3,3,2,4,4,2,2,4,4,2,3,3,2,2,3,3,4,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,5,2,7
1,EF 8,10/01/2015,17,Feminino,Católica,Branco,5,3,2,2,2,2,4,3,3,4,4,2,2,3,4,4,3,2,3,3,3,4,4,6,1,1,1,2,2,3,3,2,2,3,3,1,1,2,2,4,3,4,4,4,2,4,3,2,1,2,4,2,4,4,4,2,2,1,3,2,2,2,4,1,1,3,4,1,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,6,4,5,6
1,EF 8,09/30/2015,16,Feminino,Católica,Branco,5,4,1,3,3,3,4,4,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4,10,1,1,1,1,4,4,4,3,4,4,4,4,4,2,3,2,3,4,4,4,4,4,4,4,3,2,3,4,4,4,4,3,4,3,4,3,3,1,3,2,1,1,3,2,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,6
1,EF 8,10/01/2015,16,Masculino,Católica,Outro,7,4,1,2,2,2,3,3,2,4,4,3,2,1,2,4,2,2,4,3,4,4,4,9,1,1,1,2,3,2,3,2,3,2,2,1,1,3,3,3,1,4,4,4,2,3,2,1,1,1,3,1,3,2,3,2,3,3,3,3,2,2,2,2,1,1,3,2,2,2,3,3,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,2,5,6
1,EF 8,10/01/2015,16,Masculino,Evangélica,Moreno,6,3,3,3,2,2,3,2,1,3,3,3,2,3,3,4,2,3,3,4,3,4,4,7,1,2,1,1,3,3,2,3,2,2,2,1,1,3,2,3,2,4,4,4,3,4,3,2,2,3,3,3,3,2,3,3,3,2,2,3,1,2,4,3,2,4,3,2,3,3,3,3,2,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,4,7,5,4
1,EF 8,10/01/2015,16,Feminino,Evangélica,Moreno,4,3,1,2,2,2,3,4,2,4,3,2,1,4,1,3,1,1,4,4,4,4,4,10,1,1,1,1,3,4,4,3,2,3,2,2,1,2,3,2,2,4,4,4,2,4,3,2,2,2,4,4,3,2,4,3,2,2,4,3,2,2,4,3,3,3,4,2,4,1,4,4,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,5,2,2
1,EF 8,10/05/2015,16,Feminino,Evangélica,Branco,8,3,1,3,2,3,4,4,1,4,2,4,1,3,2,4,1,2,4,3,1,2,2,4,1,2,1,1,4,3,4,3,2,4,1,3,2,3,4,3,1,4,4,4,3,4,3,2,3,2,3,3,3,3,3,2,2,2,4,3,1,2,2,2,2,3,4,1,4,2,1,3,4,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,2,2,4,2
1,EF 8,10/05/2015,17,Feminino,Evangélica,Moreno,7,3,1,3,4,3,4,3,3,4,3,4,4,3,2,4,3,3,4,3,4,3,4,5,1,1,1,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,3,2,4,3,3,3,3,2,3,2,2,1,4,3,3,4,3,2,3,3,3,3,4,1,0,0,1,0,0,1,1,0,0,0,0,0,4,5,2,5
1,EF 8,10/05/2015,16,Feminino,Católica,Branco,4,3,2,1,2,3,4,3,3,4,3,2,1,3,3,3,2,1,4,4,4,3,4,9,1,1,1,1,3,3,3,3,3,3,2,2,1,3,3,3,2,4,3,3,3,4,4,2,2,2,3,4,3,3,3,2,2,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,4,7
